#,Game,Release date,Price,Score rank(Userscore / Metascore),Owners,Playtime (Median),Developer(s),Publisher(s),Genre
1680,Race To Mars,07/03/14,$19.99,0% (10%),"7,169 ±2,750",01:29 (01:25),"INTERMARUM, ONE MORE LEVEL",ONE MORE LEVEL,Simulation
1701,Tower!3D Pro,08/03/17,$49.99,18% (62%),"7,169 ±2,750",18:12 (12:41),FeelThere,FeelThere,Simulation
2326,Polynomial 2 - Universe of the Music,"May 31, 2016",$11.99,64% (87%),"7,169 ±2,750",02:06 (00:38),"Dmytry Lavrov, Alexey Lavrov",Dmytry Lavrov,Simulation
2330,Break Time!,"Feb 8, 2017",Free,N/A (N/A),"7,169 ±2,750",00:32 (00:25),Space Toast Games,Space Toast Games,Simulation
2414,LogicBots,"Feb 8, 2017",$19.99,61% (86%),"7,169 ±2,750",06:37 (04:10),Incandescent Games,Incandescent Games,Simulation
2627,ObserVRtarium,08/06/17,Free,N/A (N/A),"7,169 ±2,750",00:18 (00:31),NSC Creative,NSC Creative,Simulation
2672,Heroes of the Seven Seas VR,"Oct 14, 2016",$6.99,N/A (N/A),"7,169 ±2,750",00:24 (00:38),Mirage Interactive,Mirage Interactive,Simulation
3103,MotoGP15 Compact,"Dec 10, 2015",$9.99,15% (59%),"7,169 ±2,750",05:51 (02:23),Milestone S.r.l.,Milestone S.r.l.,Simulation
435,Advanced Tactics Gold,"Aug 15, 2014",$29.99,N/A (N/A),"6,893 ±2,697",23:44 (33:08),VR Designs,Slitherine Ltd.,Simulation
478,Pinball FX2 VR,29/11/16,$14.99,58% (85%),"6,893 ±2,697",01:23 (00:46),Zen Studios,Zen Studios,Simulation
508,Yore VR,"Oct 24, 2016",$14.99,28% (70%),"6,893 ±2,697",01:34 (01:38),Tectonic VR,Tectonic VR,Simulation
627,Pixel Day - Gun Z,"May 20, 2016",$0.99,1% (28%),"6,893 ±2,697",00:11 (00:07),Semen Rodin,Semen Rodin,Simulation
672,VR Ping Pong,"Sep 13, 2016",$9.99,48% (81%),"6,893 ±2,697",00:54 (01:41),Reddoll Srl,"IV Productions, Merge Games",Simulation
1158,Political Animals,02/11/16,$14.99,28% (70%),"6,893 ±2,697",02:46 (01:46),Squeaky Wheel,Positech Games,Simulation
1626,Wedding Dash 2: Rings Around the World,"Aug 12, 2009",$9.99,N/A (N/A),"6,893 ±2,697",07:03 (05:59),Sarbakan,PlayFirst,Simulation
1848,Interstellar Transport Company,"Aug 16, 2017",$19.99,70% (89%),"6,893 ±2,697",09:33 (08:32),MT Worlds,MT Worlds,Simulation
1854,Terraform,"May 8, 2015",$2.99,N/A (N/A),"6,893 ±2,697",06:04 (07:33),Holgersson Entertainment,Holgersson Entertainment,Simulation
1937,Achievement Hunter: Spinner Edition,"Aug 3, 2017",$0.99,3% (34%),"6,893 ±2,697",03:25 (04:47),putilin_industries,putilin_industries,Simulation
2060,Dive to the Titanic,"Dec 17, 2010",$9.99,2% (33%),"6,893 ±2,697",03:24 (03:11),TML-Studios,astragon Entertainment GmbH,Simulation
2068,My Vet Practice - In the Country,27/03/14,$9.99,N/A (N/A),"6,893 ±2,697",04:28 (05:31),Independent Arts Software,Anikids,Simulation
2204,Gal*Gun VR,"Aug 9, 2017",$29.99,92% (95%),"6,893 ±2,697",02:47 (02:08),"INTI CREATES CO., LTD.","INTI CREATES CO., LTD.",Simulation
2323,Taphouse VR,"Oct 17, 2017",Free,N/A (N/A),"6,893 ±2,697",00:31 (00:25),Catland,Catland,Simulation
2451,VRNinja,"Sep 14, 2016",$9.99,N/A (N/A),"6,893 ±2,697",02:06 (02:57),OutOfBounds Software Solutions Inc,OutOfBounds Software Solutions Inc,Simulation
2610,Perfect,"Dec 16, 2016",$9.99,N/A (N/A),"6,893 ±2,697",00:55 (00:35),nDreams / Near Light,nDreams,Simulation
2840,Vector 36,25/01/17,$24.99,44% (79%),"6,893 ±2,697",04:38 (01:36),Red River Studio LLC,NA,Simulation
2851,18 Wheels of Steel: Across America,"Aug 26, 2016",$9.99,N/A (N/A),"6,893 ±2,697",08:57 (04:07),"SCS Software, Sunstorm Interactive","Retroism, ValuSoft",Simulation
2983,Soldier of Failure 2,"Oct 28, 2017",$0.99,N/A (N/A),"6,893 ±2,697",00:01 (00:00),TSS Studio,TSS Studio,Simulation
3241,Ant Queen,17/06/16,$8.99,11% (54%),"6,893 ±2,697",08:43 (05:41),inVantage Technologies,inVantage Technologies,Simulation
455,Demolition Master 3D,"Apr 11, 2014",$4.99,N/A (N/A),"6,617 ±2,642",00:12 (00:16),Appmania,Libredia,Simulation
548,The Survey,"Oct 27, 2016",$1.49,44% (79%),"6,617 ±2,642",01:22 (01:10),Robert Gammon,Robert Gammon,Simulation
565,Yohjo Simulator,17/11/15,$4.99,10% (52%),"6,617 ±2,642",00:32 (00:33),DEADFACTORY,Sekai Project,Simulation
748,Porno Studio Tycoon,"May 5, 2017",$19.69,15% (59%),"6,617 ±2,642",03:49 (02:45),Zitrix Megalomedia,Zitrix Megalomedia,Simulation
1179,Graviteam Tactics: Mius-Front,04/03/16,$34.99,67% (88%),"6,617 ±2,642",38:44 (06:22),Graviteam,Graviteam,Simulation
1317,Command: Chains of War,"May 18, 2017",$19.99,N/A (N/A),"6,617 ±2,642",37:35 (18:25),WarfareSims,Slitherine Ltd.,Simulation
1394,1942: The Pacific Air War,"Apr 1, 2015",$6.99,N/A (N/A),"6,617 ±2,642",00:23 (00:19),"MicroProse Software, Inc","Retroism, Nightdive Studios",Simulation
1772,Eared Hero,"Sep 29, 2017",$1.99,N/A (N/A),"6,617 ±2,642",00:00 (00:00),Vyacheslav Shilikhin,Vyacheslav Shilikhin,Simulation
1865,GhostControl Inc.,06/06/14,$14.99,34% (74%),"6,617 ±2,642",05:15 (04:01),bumblebee,Application Systems Heidelberg,Simulation
1874,Scourge of War: Waterloo,19/11/15,$49.99,25% (68%),"6,617 ±2,642",08:51 (02:24),NorbSoftDev,Slitherine Ltd.,Simulation
2165,Age of Castles: Warlords,"May 15, 2015",$1.99,N/A (N/A),"6,617 ±2,642",03:09 (03:25),Anarchy Enterprises,Anarchy Enterprises,Simulation
2305,LoveKami -Useless Goddess-,"May 29, 2017",$12.99,N/A (N/A),"6,617 ±2,642",03:19 (06:48),MoeNovel,MoeNovel,Simulation
2375,Starlord,13/11/15,$6.99,N/A (N/A),"6,617 ±2,642",00:10 (00:06),Third Millenium Software,"Retroism, Nightdive Studios",Simulation
2500,Red Baron Pack,07/01/16,$9.99,N/A (N/A),"6,617 ±2,642",04:10 (03:58),Mad Otter Games,Mad Otter Games,Simulation
2656,DinoSystem,25/06/15,$7.99,70% (89%),"6,617 ±2,642",01:35 (02:33),Capribyte Studios,Black Shell Media,Simulation
2682,My Best Friends - Cats & Dogs,27/03/14,$9.99,N/A (N/A),"6,617 ±2,642",04:24 (01:29),Sproing,Anikids,Simulation
2950,Where's My Mommy?,01/03/16,$5.99,38% (76%),"6,617 ±2,642",02:38 (03:10),Exquisite Games,Exquisite Games,Simulation
2984,Untamed: Life Of A Cougar,"Aug 27, 2015",$14.99,28% (70%),"6,617 ±2,642",12:51 (27:30),OCCA Studios,Strategy First,Simulation
3245,Jurassic Survival,"Aug 1, 2016",$8.99,N/A (N/A),"6,617 ±2,642",00:06 (00:02),Technical Entertainment,Technical Entertainment,Simulation
3346,Crazy Scientist,"Sep 19, 2017",$1.99,N/A (N/A),"6,617 ±2,642",00:04 (00:01),Vyacheslav Shilikhin,Vyacheslav Shilikhin,Simulation
138,Ceres,"Oct 16, 2015",$3.99,19% (63%/74%),"6,342 ±2,586",04:36 (04:47),Jötunn Games,Iceberg Interactive,Simulation
442,Illyriad - Grand Strategy MMO,11/01/17,$4.99,19% (63%),"6,342 ±2,586",106:09 (23:23),Illyriad Games,Illyriad Games,Simulation
1332,Doodle Devil,"May 25, 2017",$5.99,N/A (N/A),"6,342 ±2,586",03:13 (02:40),JoyBits Ltd.,JoyBits Ltd.,Simulation
1368,Soda Drinker Pro,"Apr 13, 2016",$4.99,89% (94%),"6,342 ±2,586",03:02 (01:46),Snowrunner Games,Snowrunner Games,Simulation
1696,Ping Ping,"May 27, 2016",$3.99,N/A (N/A),"6,342 ±2,586",00:00 (00:00),Pinky,Ping a Ling Studios,Simulation
2043,Clumsy Moose Season,13/11/17,$3.99,N/A (N/A),"6,342 ±2,586",01:27 (01:52),Enrick Lambert,Enrick Lambert,Simulation
2224,Star Nomad 2,"Dec 14, 2015",$12.99,24% (67%),"6,342 ±2,586",10:25 (03:04),Huy Phan,Huy Phan,Simulation
2279,Fly Simulator,16/07/17,$2.99,31% (72%),"6,342 ±2,586",00:33 (00:29),HFM Games,HFM Games,Simulation
2331,My Lady,28/03/16,$0.99,53% (83%),"6,342 ±2,586",00:46 (01:07),Michaela Laws,Michaela Laws,Simulation
2398,Mars Odyssey,"Sep 8, 2016",$7.99,N/A (N/A),"6,342 ±2,586",00:27 (00:24),Steel Wool Studios,Steel Wool Studios,Simulation
3066,TableTop Soccer,"Apr 22, 2016",$0.99,38% (76%),"6,342 ±2,586",05:52 (03:31),Dancing Developers,Dancing Developers,Simulation
404,Crest - an indirect god sim,"Apr 23, 2015",$10.99,29% (71%),"6,066 ±2,530",01:25 (00:57),Eat Create Sleep,Eat Create Sleep,Simulation
528,Social Justice Warriors,"Feb 27, 2015",$7.99,9% (50%),"6,066 ±2,530",00:54 (00:39),Nonadecimal Creative,Nonadecimal Creative,Simulation
653,Void Destroyer 2,"Sep 22, 2016",$14.99,85% (93%),"6,066 ±2,530",11:25 (02:11),Iteration 11,Iteration 11,Simulation
658,Don Bradman Cricket 17,16/01/17,$49.99,15% (59%),"6,066 ±2,530",64:18 (60:24),Big Ant Studios,Big Ant Studios,Simulation
666,Rubber Ball VR,09/03/17,Free,N/A (N/A),"6,066 ±2,530",00:33 (00:21),Viraug,Viraug,Simulation
985,Idle Evolution,"Apr 3, 2017",$4.99,44% (79%),"6,066 ±2,530",10:38 (11:23),MTR,NewProject,Simulation
1116,Pink Rage Otome,28/07/17,$0.99,N/A (N/A),"6,066 ±2,530",00:01 (00:00),cyboheart,cyboheart,Simulation
1201,No One But You,19/01/16,$9.99,53% (83%),"6,066 ±2,530",03:36 (04:21),Unwonted Studios,"Unwonted Studios, Sekai Project",Simulation
1375,Intelligent Design: An Evolutionary Sandbox,"May 12, 2017",$6.99,13% (57%),"6,066 ±2,530",01:21 (01:36),Pill Bug Interactive,Pill Bug Interactive,Simulation
1397,Farm Frenzy Collection,"Aug 21, 2015",$19.99,N/A (N/A),"6,066 ±2,530",68:09 (145:17),Alawar Entertainment,Buka Entertainment,Simulation
1686,My Riding Stables - your horse world,28/03/14,$9.99,N/A (N/A),"6,066 ±2,530",03:24 (03:48),Radon Labs GmbH,Anikids,Simulation
1928,Songs2See,26/11/13,$14.99,11% (53%),"6,066 ±2,530",02:20 (00:38),Songquito UG,Songquito UG,Simulation
1989,Short Stories Collection of Class Tangerine,"Sep 13, 2017",$7.99,99% (99%),"6,066 ±2,530",02:40 (03:16),橘子班,NVLMaker,Simulation
2118,Might & Magic Showdown,19/01/17,$19.99,19% (63%),"6,066 ±2,530",03:27 (04:22),"Ubisoft Montreal, Fun House",Ubisoft,Simulation
2156,Counter Fight,14/11/16,$7.99,56% (84%),"6,066 ±2,530",01:55 (01:12),"Tricol Co., Ltd.","Tricol Co., Ltd.",Simulation
2158,Cavern of Time,"Feb 10, 2017",$3.99,N/A (N/A),"6,066 ±2,530",04:41 (04:20),SimProse Studios,Aldorlea Games,Simulation
2217,XOXO Droplets,"Aug 31, 2017",Free,N/A (N/A),"6,066 ±2,530",01:08 (01:13),GB Patch Games,GB Patch Games,Simulation
2256,Wildlife Park - Wild Creatures,"Apr 1, 2015",$5.99,N/A (N/A),"6,066 ±2,530",05:44 (08:41),b-alive gmbh,b-alive gmbh,Simulation
2266,Fatty Maze's Adventures,"Feb 19, 2015",$5.99,N/A (N/A),"6,066 ±2,530",01:31 (01:00),Five Cubed,T.G.S. TRUE GAMES STUDIO LIMITED,Simulation
2428,Forsaken Fortress Strategy,"Sep 18, 2015",$9.99,3% (35%),"6,066 ±2,530",04:01 (02:55),Photon Arena,KISS ltd,Simulation
2751,Cricket Captain 2017,06/07/17,$24.99,N/A (N/A),"6,066 ±2,530",63:45 (48:42),Childish Things,KISS ltd,Simulation
2928,D.U.S.T.,"Oct 19, 2015",$14.99,7% (47%),"6,066 ±2,530",01:30 (02:05),Terapoly,Terapoly,Simulation
3007,Soccer Pinball Thrills,26/06/15,$3.99,N/A (N/A),"6,066 ±2,530",00:24 (00:24),"Fancy Bytes, Reactor",United Independent Entertainment GmbH,Simulation
3050,Lost Crew,"Sep 15, 2016",$1.99,N/A (N/A),"6,066 ±2,530",05:09 (04:49),Gamecosm,Gamecosm,Simulation
3218,Mr. Massagy,"Dec 5, 2016",$5.99,92% (95%),"6,066 ±2,530",01:41 (01:51),Green Lava Studios,Green Lava Studios,Simulation
541,"DvDrum, Ultimate Drum Simulator!","Feb 9, 2017",$19.99,N/A (N/A),"5,790 ±2,471",00:29 (00:10),DarkTigerDevelop,DarkTigerDevelop,Simulation
567,Rugby Union Team Manager 2017,25/11/16,$39.99,6% (45%),"5,790 ±2,471",17:46 (11:26),Alternative Software Ltd,Alternative Software Ltd,Simulation
645,Copter and Sky,21/07/16,$4.99,N/A (N/A),"5,790 ±2,471",00:13 (00:10),"Kopnin Pavel, Kopnina Ksenia",Fly Dream Dev,Simulation
647,Revenge of Roger Rouge,"Apr 22, 2016",$0.99,N/A (N/A),"5,790 ±2,471",03:56 (05:45),Trazzy Entertainment,Trazzy Entertainment,Simulation
657,MotorSport Revolution,15/01/15,$14.99,N/A (N/A),"5,790 ±2,471",00:52 (00:21),Ghost Machine,Ghost Machine,Simulation
704,Simulator gas station,29/07/17,$0.49,N/A (N/A),"5,790 ±2,471",10:22 (06:54),DarSvet,ILLUMICORP,Simulation
795,Harvest Moon: Light of Hope,14/11/17,$29.99,48% (81%),"5,790 ±2,471",12:55 (14:29),"TABOT, inc., Natsume Inc.",Natsume Inc.,Simulation
1112,A Little Lily Princess,"May 19, 2016",$14.99,85% (93%),"5,790 ±2,471",27:22 (07:02),Hanabira,Hanako Games,Simulation
1143,Cards of Chaos,03/03/17,$6.99,N/A (N/A),"5,790 ±2,471",04:10 (04:54),Pixel Battery,Pixel Battery,Simulation
1144,Keyboard Killers,"Sep 21, 2017",$0.49,N/A (N/A),"5,790 ±2,471",00:17 (00:22),Heaven Brotherhood,Heaven Brotherhood,Simulation
1346,Winds Of Trade,"Feb 13, 2017",$14.99,36% (75%),"5,790 ±2,471",12:24 (22:16),Hermes Interactive,Hermes Interactive,Simulation
1419,"What The Heck, Dude?",10/01/17,$0.99,1% (27%),"5,790 ±2,471",03:10 (02:42),The_Kiddy,The_Kiddy,Simulation
1457,Trackday Manager,31/03/16,$11.99,15% (59%),"5,790 ±2,471",42:39 (21:15),Arctic Hazard Game Studio a/s,Arctic Hazard Game Studio a/s,Simulation
1600,Comic Book Hero: The Greatest Cape,"Dec 9, 2015",$19.99,N/A (N/A),"5,790 ±2,471",04:18 (03:51),Grey Dog Software,Viva Media,Simulation
1645,Isyium,"Dec 13, 2016",$0.99,N/A (N/A),"5,790 ±2,471",06:47 (05:57),Glenn Main,Glenn Main,Simulation
1800,Farm Life: Natures Adventure,"Aug 23, 2016",$0.99,N/A (N/A),"5,790 ±2,471",02:56 (03:03),BlockheadGames,BlockheadGames,Simulation
2187,Bloody Glimpse,"Oct 4, 2017",$0.49,N/A (N/A),"5,790 ±2,471",00:09 (00:08),Racing Bros,ANPA.US,Simulation
2232,Forest Guardian,"Sep 4, 2017",$1.99,N/A (N/A),"5,790 ±2,471",00:00 (00:00),Vyacheslav Shilikhin,Vyacheslav Shilikhin,Simulation
2770,The Race for the White House,02/01/15,$14.99,N/A (N/A),"5,790 ±2,471",03:25 (04:13),Eversim,Eversim,Simulation
2915,MXGP - The Official Motocross Videogame Compact,"Dec 3, 2014",$9.99,24% (67%),"5,790 ±2,471",08:57 (03:39),Milestone S.r.l.,Milestone S.r.l.,Simulation
3010,Doodle Mafia,"Apr 20, 2017",$5.99,N/A (N/A),"5,790 ±2,471",03:26 (03:15),JoyBits Ltd.,JoyBits Ltd.,Simulation
3090,Tank: M1A1 Abrams Battle Simulation,13/11/15,$6.99,N/A (N/A),"5,790 ±2,471",00:13 (00:14),"Sphere, Inc.","Retroism, Nightdive Studios",Simulation
3156,Soup: the Game,18/03/16,$1.99,N/A (N/A),"5,790 ±2,471",02:45 (03:31),Dewdrop Games,Dewdrop Games,Simulation
744,MHRD,05/01/17,$9.99,74% (90%),"5,667 ±2,964",02:59 (02:49),Funghisoft,Funghisoft,Simulation
277,Wings Over Europe,"May 30, 2014",$9.99,16% (60%/62%),"5,514 ±2,412",02:32 (00:50),Third Wire Productions,Strategy First,Simulation
286,The Great Whale Road,30/03/17,$19.99,23% (66%/61%),"5,514 ±2,412",12:21 (15:16),Sunburned Games,Sunburned Games,Simulation
386,Big Buck Hunter Arcade,"Oct 25, 2016",$9.99,N/A (N/A),"5,514 ±2,412",03:06 (01:08),GameMill Entertainment,GameMill Entertainment,Simulation
551,Infinite Gateway,"Oct 5, 2017",$1.99,N/A (N/A),"5,514 ±2,412",00:28 (00:27),"Half-Face Production, Nova Dimension",Nova Dimension,Simulation
604,ISEE,31/07/17,$1.99,N/A (N/A),"5,514 ±2,412",00:00 (00:00),"Half-Face Production, Nova Dimension",Nova Dimension,Simulation
725,Kitchen Simulator 2015,"Sep 2, 2015",$0.62,1% (22%),"5,514 ±2,412",03:22 (04:13),WhackAKey Games,WhackAKey Games,Simulation
842,Malzbie's Pinball Collection,"Oct 27, 2017",Free,N/A (N/A),"5,514 ±2,412",00:24 (01:00),Malzbie Games,Malzbie Games,Simulation
936,Shadows of Kurgansk,"Dec 15, 2016",$5.99,21% (64%),"5,514 ±2,412",09:00 (02:00),Yadon Studio,Gaijin inCubator,Simulation
938,All My Gods,"Oct 13, 2015",$3.99,N/A (N/A),"5,514 ±2,412",05:29 (06:32),Realore,Qumaron,Simulation
997,ViveSpray,25/11/16,$6.99,24% (67%),"5,514 ±2,412",01:06 (00:55),ciwolsey,ciwolsey,Simulation
1058,Nature Treks VR,"May 4, 2017",$9.99,74% (90%),"5,514 ±2,412",00:58 (00:25),John Carline,John Carline,Simulation
1134,TransRoad: USA,09/11/17,$24.99,6% (44%),"5,514 ±2,412",10:52 (09:23),Deck13 Hamburg,astragon Entertainment GmbH,Simulation
1295,Rugby League Team Manager 2015,19/06/15,$19.99,N/A (N/A),"5,514 ±2,412",16:29 (11:17),Alternative Software Ltd,Alternative Software Ltd,Simulation
1409,Academagia: The Making of Mages,"Apr 20, 2017",$15.99,29% (71%),"5,514 ±2,412",12:03 (11:26),"Black Chicken Studios, inc.","Black Chicken Studios, inc.",Simulation
1453,STAND OUT : VR Battle Royale,"Dec 8, 2017",$14.99,61% (86%),"5,514 ±2,412",01:52 (01:12),raptor lab,raptor lab,Simulation
1665,RC Simulation 2.0,24/11/15,$14.99,19% (63%),"5,514 ±2,412",02:56 (01:11),devotid,devotid Media,Simulation
1742,Caveman Alive,"Oct 7, 2017",$1.99,N/A (N/A),"5,514 ±2,412",00:13 (00:04),Vyacheslav Shilikhin,Vyacheslav Shilikhin,Simulation
1851,Disco Destruction,20/07/17,Free,N/A (N/A),"5,514 ±2,412",00:17 (00:31),Subjective,Subjective,Simulation
1940,Animal Super Squad,02/11/17,$9.99,85% (93%),"5,514 ±2,412",02:47 (01:18),DoubleMoose Games,DoubleMoose Games,Simulation
1999,The Tritan Initiative,24/07/17,$0.99,N/A (N/A),"5,514 ±2,412",02:22 (03:08),G. Malta,VRS,Simulation
2078,The Kindred,"Feb 24, 2016",$14.99,N/A (N/A),"5,514 ±2,412",02:00 (01:44),Persistent Studios,Nkidu Games Inc.,Simulation
2221,Farm Frenzy: Heave Ho,"Aug 26, 2015",$4.99,N/A (N/A),"5,514 ±2,412",04:07 (04:26),"Alawar Stargaze, Alawar Entertainment",Buka Entertainment,Simulation
2301,Cyber Team Manager,18/01/16,$4.99,N/A (N/A),"5,514 ±2,412",02:44 (03:24),The Tambourine,The Tambourine,Simulation
2317,Void,"Aug 16, 2016",$0.99,N/A (N/A),"5,514 ±2,412",02:55 (02:24),Pathless Games,,Simulation
2351,NEKO-NIN exHeart +PLUS Nachi,02/11/17,$1.99,100% (100%),"5,514 ±2,412",00:43 (00:34),Whirlpool,Sekai Project,Simulation
2357,Proviant,17/07/17,$3.99,N/A (N/A),"5,514 ±2,412",00:00 (00:00),BetsonGames,AYE Technology,Simulation
2430,Pixelscape: Oceans,"Sep 8, 2016",$3.99,N/A (N/A),"5,514 ±2,412",02:27 (03:19),Hidden Nature Design,Hidden Nature Design,Simulation
3073,XenoBloom,"Sep 23, 2015",$4.99,N/A (N/A),"5,514 ±2,412",01:01 (01:10),IBOLOGY LLC,IBOLOGY LLC,Simulation
3081,Princess Maker 3: Fairy Tales Come True,27/06/17,$19.99,11% (53%),"5,514 ±2,412",08:31 (08:20),"CFK Co., Ltd.","CFK Co., Ltd.",Simulation
3251,Oracle,"Feb 28, 2017",$0.49,10% (52%),"5,514 ±2,412",01:02 (00:51),Watercolor Games,Watercolor Games,Simulation
230,Angels with Scaly Wings,31/01/17,$9.99,99% (98%/67%),"5,239 ±2,351",13:24 (15:52),Radical Phi,Radical Phi,Simulation
350,DREAMFLIGHT VR,"May 21, 2015",$1.99,N/A (N/A),"5,239 ±2,351",00:56 (00:55),"REFUGIO3D®, Claudio Panzanaro","REFUGIO3D®, Claudio Panzanaro",Simulation
468,Chroma Lab,"Aug 22, 2017",$4.99,99% (98%),"5,239 ±2,351",00:53 (00:47),Sean Tann,Sean Tann,Simulation
642,WarBirds - World War II Combat Aviation,"May 5, 2015",$14.99,N/A (N/A),"5,239 ±2,351",01:52 (02:26),iEntertainment Network Inc,iEntertainment Network Inc,Simulation
810,Starters Orders 6 Horse Racing,29/06/16,$34.99,N/A (N/A),"5,239 ±2,351",34:56 (21:45),Strategic Designs Ltd.,Strategic Designs Ltd.,Simulation
1075,Global Soccer Manager,14/06/16,$7.99,N/A (N/A),"5,239 ±2,351",07:17 (13:49),globalsoccermanager,Flying Interactive,Simulation
1183,Children of a Dead Earth,"Sep 23, 2016",$24.99,74% (90%),"5,239 ±2,351",63:09 (07:34),"Q Switched Productions, LLC","Q Switched Productions, LLC",Simulation
1334,Hard Rock Zombie Truck,"Sep 14, 2017",$3.99,N/A (N/A),"5,239 ±2,351",00:01 (00:00),Rumata Lab,Dagestan Technology,Simulation
1474,Humanity Must Perish,"Sep 25, 2017",Free,N/A (N/A),"5,239 ±2,351",00:31 (01:16),Zetsubou,Zetsubou,Simulation
1497,Draft Day Sports Pro Basketball 4,24/11/14,$19.99,N/A (N/A),"5,239 ±2,351",02:18 (01:32),Wolverine Studios,Viva Media,Simulation
1730,3030 Deathwar Redux,"Sep 13, 2017",$14.99,97% (97%),"5,239 ±2,351",04:55 (04:55),Bird in Sky,Crunchy Leaf Games,Simulation
1807,Red Bull Doodle Art - Global VR Gallery,30/06/17,Free,N/A (N/A),"5,239 ±2,351",00:05 (00:05),"Red Bull Media House, Red Bull, Koffeecup",Red Bull Media House,Simulation
1811,aerofly RC 7,06/11/14,$39.99,33% (73%),"5,239 ±2,351",05:06 (03:44),IPACS,IPACS,Simulation
1830,The Exorcist,"Aug 14, 2017",$1.99,N/A (N/A),"5,239 ±2,351",00:00 (00:00),"Z Games, Nova Dimension",Nova Dimension,Simulation
1966,Chess Ultra,21/06/17,$12.99,36% (75%),"5,239 ±2,351",04:46 (03:30),Ripstone,Ripstone,Simulation
2001,Pizza Connection,"Apr 5, 2017",$5.99,N/A (N/A),"5,239 ±2,351",02:50 (04:41),Assemble Entertainment,Assemble Entertainment,Simulation
2103,Empty Horizons,19/07/16,$2.99,N/A (N/A),"5,239 ±2,351",03:03 (03:49),ebi-hime,Sekai Project,Simulation
2252,Domino Craft VR,"Dec 21, 2016",$9.99,N/A (N/A),"5,239 ±2,351",00:04 (00:02),LusionSoft,LusionSoft,Simulation
2346,Youtubers Clicker,"Aug 15, 2017",$0.99,42% (78%),"5,239 ±2,351",01:41 (01:23),waterxmelon,Atriagames,Simulation
2595,Farm Frenzy: Hurricane Season,03/07/15,$6.99,N/A (N/A),"5,239 ±2,351",02:50 (02:37),"Alawar Stargaze, Alawar Entertainment",Buka Entertainment,Simulation
2603,The Cooking Game,"Oct 21, 2016",$9.99,19% (63%),"5,239 ±2,351",11:20 (21:12),Play Spirit Limited,Play Spirit Limited,Simulation
2675,Farlight Explorers,11/03/15,$14.99,22% (65%),"5,239 ±2,351",04:58 (05:39),Farlight Games Industry,Farlight Games Industry,Simulation
2719,Fancy Slingshot VR,"Aug 18, 2016",$0.99,N/A (N/A),"5,239 ±2,351",00:04 (00:03),哈视奇科技,哈视奇科技,Simulation
2738,Santa Sling,"Dec 20, 2016",$3.99,N/A (N/A),"5,239 ±2,351",00:03 (00:01),"8th Shore, Inc.","8th Shore, Inc.",Simulation
2807,Bomb Squad Academy,27/03/17,$4.99,46% (80%),"5,239 ±2,351",02:05 (01:42),Systemic Games,Systemic Games,Simulation
2937,Rogue System,"May 16, 2016",$29.99,81% (92%),"5,239 ±2,351",06:39 (06:33),"Digits Crossed Interactive, LLC",Image Space Incorporated,Simulation
3003,Mysteries of Fence,27/07/17,$3.99,77% (91%),"5,239 ±2,351",01:26 (01:51),橙光游戏,橙光游戏,Simulation
3045,Urban Pirate,17/06/16,$6.99,N/A (N/A),"5,239 ±2,351",03:41 (04:26),"BABY DUKA, Baby Duka Games",Baby Duka Games,Simulation
3325,VR Triber,"Oct 26, 2017",Free,N/A (N/A),"5,239 ±2,351",00:03 (00:01),VR Triber,VR Triber,Simulation
278,Impact Winter,"May 22, 2017",$19.99,4% (38%/62%),"4,963 ±2,288",11:23 (08:53),Mojo Bones,BANDAI NAMCO Entertainment,Simulation
736,Guild Commander,23/01/15,$4.99,7% (47%),"4,963 ±2,288",03:04 (02:20),GTGD,GTGD,Simulation
763,Chamber 19,"Oct 21, 2016",$14.99,N/A (N/A),"4,963 ±2,288",00:17 (00:15),"Deepak M., Grant B.","Deepak M., Grant B.",Simulation
861,Revhead,09/03/17,$19.99,23% (66%),"4,963 ±2,288",12:58 (10:00),Creative Pudding Hungary Llc.,Creative Pudding Hungary Llc.,Simulation
965,Dude Simulator,13/07/17,$0.49,10% (52%),"4,963 ±2,288",01:35 (03:09),Kiddy,Kiddy,Simulation
1220,18 Wheels of Steel: Convoy,"Sep 2, 2016",$9.99,N/A (N/A),"4,963 ±2,288",01:16 (01:43),SCS Software,"Retroism, ValuSoft",Simulation
