#,Game,Release date,Price,Score rank(Userscore / Metascore),Owners,Playtime (Median),Developer(s),Publisher(s),Genre
1573,Looterkings,"Aug 11, 2017",$17.99,61% (86%),"14,062 ±3,852",05:11 (02:55),Looterkings,HeadUp Games,RPG
1985,Relativity Wars - A Science Space RTS,"Apr 10, 2015",$5.99,N/A (N/A),"14,062 ±3,852",00:39 (00:45),Fungameco Ltd,Fungameco Ltd,RPG
2138,Rencounter,04/11/16,$5.99,26% (69%),"14,062 ±3,852",06:00 (04:23),SPVD,GrabTheGames,RPG
2268,Pathfinder Adventures,15/06/17,$14.99,33% (73%),"14,062 ±3,852",12:31 (05:28),Obsidian Entertainment,Asmodee Digital,RPG
2388,Stories of Bethem: Full Moon,"Dec 11, 2015",$4.99,N/A (N/A),"14,062 ±3,852",05:12 (03:22),GuGames Development,GuGames Development,RPG
434,Sneaky Sneaky,12/11/14,$4.99,74% (90%/63%),"13,786 ±3,814",03:22 (03:07),Naiad Entertainment LLC,Naiad Entertainment LLC,RPG
599,Mahluk:Dark demon,19/07/16,$0.99,29% (71%),"13,786 ±3,814",02:19 (02:23),Serkan Bakar,Serkan Bakar,RPG
1168,Tiles & Tales,23/01/17,Free,28% (70%),"13,786 ±3,814",01:05 (00:28),Trilith Entertainment Ltd,European Games Group AG,RPG
1326,Eternal Step,"Oct 16, 2015",$9.99,N/A (N/A),"13,786 ±3,814",03:33 (03:36),Once More With Gusto,Green Man Gaming Publishing,RPG
1403,Death is better than Hell,"Aug 2, 2017",$1.99,N/A (N/A),"13,786 ±3,814",04:21 (04:22),"Polina Alekseevna, EHTechnology","Polina Alekseevna, EHTechnology",RPG
1832,Wave of Darkness,05/11/15,$29.99,N/A (N/A),"13,786 ±3,814",03:08 (03:59),Dreamatrix,Dreamatrix,RPG
1910,Swords & Crossbones: An Epic Pirate Story,"Sep 30, 2015",$4.99,N/A (N/A),"13,786 ±3,814",05:24 (03:59),Epic Devs LLC,Epic Devs LLC,RPG
2222,Vagrant Hearts,"Feb 27, 2015",$9.99,N/A (N/A),"13,786 ±3,814",03:45 (03:03),Warfare Studios,Warfare Studios,RPG
2552,SUNLESS SKIES,"Aug 30, 2017",$24.99,N/A (N/A),"13,786 ±3,814",01:21 (00:45),Failbetter Games,Failbetter Games,RPG
2688,Sunset Rangers,28/11/16,$14.99,13% (57%),"13,786 ±3,814",01:32 (00:59),www.fishermangamedev.com,www.fishermangamedev.com,RPG
2898,Tales from Candlekeep: Tomb of Annihilation,"Oct 11, 2017",$15.99,53% (83%),"13,786 ±3,814",05:54 (03:06),BKOM Studios,BKOM Studios,RPG
2946,Sword 'N' Board,29/01/16,$4.99,N/A (N/A),"13,786 ±3,814",00:23 (00:12),Stuffed Castle Studios,Stuffed Castle Studios,RPG
717,Mighty Dungeons,03/03/15,$0.99,19% (63%),"13,510 ±3,775",04:58 (03:29),"Yohan Launay, Frederic Gaillard",Laylio Games,RPG
807,Hydraulic Empire,31/07/15,$7.99,N/A (N/A),"13,510 ±3,775",03:50 (04:42),Batholith Entertainment,Batholith Entertainment,RPG
831,Choice of the Deathless,"Aug 29, 2014",$4.99,89% (94%),"13,510 ±3,775",04:08 (02:20),Choice of Games,Choice of Games,RPG
863,Lantern Forge,18/07/14,$9.99,13% (56%),"13,510 ±3,775",12:40 (04:36),Hearthfire Studios,Hearthfire Studios,RPG
1669,Maneki's Curse,"Oct 25, 2016",Free,N/A (N/A),"13,510 ±3,775",00:02 (00:02),N.R. Burnette,N.R. Burnette,RPG
1818,Highlands,"Apr 21, 2015",$4.99,42% (78%),"13,510 ±3,775",03:30 (02:00),Burrito Studio,Burrito Studio,RPG
2201,"You, With Me - A Kinetic Novel","Feb 23, 2017",$2.99,N/A (N/A),"13,510 ±3,775",00:00 (00:00),Afterthought Studios,Afterthought Studios,RPG
2324,Hardland,"Oct 23, 2014",$14.99,44% (79%),"13,510 ±3,775",03:37 (01:32),Mountain Sheep,Mountain Sheep,RPG
2536,Machina of the Planet Tree -Planet Ruler-,28/07/15,$12.99,64% (87%),"13,510 ±3,775",04:20 (05:08),Denneko Yuugi,Sekai Project,RPG
2541,The Princess' Heart,30/07/15,$4.99,N/A (N/A),"13,510 ±3,775",04:08 (04:06),RosePortal Games,Degica,RPG
2568,The Enchanted Cave 2,03/06/15,$4.99,85% (93%),"13,510 ±3,775",12:42 (08:38),dustinaux,dustinaux,RPG
2690,Fog of War,"Feb 22, 2017",$1.99,13% (57%),"13,510 ±3,775",04:05 (01:47),Monkeys Lab.,Neokosmos Technologies Ltd.,RPG
755,Meltys Quest,"Oct 24, 2017",$19.99,97% (97%),"13,234 ±3,737",07:12 (06:59),"Remtairy, Happy Life",Remtairy,RPG
2017,1931: Scheherazade at the Library of Pergamum,26/03/15,$24.99,26% (69%),"13,234 ±3,737",07:48 (05:18),"Black Chicken Studios, inc.","Black Chicken Studios, inc.",RPG
2059,Black Closet,"Sep 16, 2015",$19.99,89% (94%),"13,234 ±3,737",13:29 (10:30),Hanako Games,Hanako Games,RPG
2093,A Sirius Game,"Aug 21, 2015",$4.99,N/A (N/A),"13,234 ±3,737",12:41 (03:43),"Overcloud9, Phantasm Games",Aldorlea Games,RPG
2741,Ohr:,"Dec 2, 2016",$5.99,N/A (N/A),"13,234 ±3,737",04:39 (03:50),Rail Slave Games,KISS ltd,RPG
164,The Metronomicon: Slay The Dance Floor,"Sep 29, 2016",$19.99,89% (94%/79%),"12,959 ±3,698",03:13 (01:35),Puuba,Kasedo Games,RPG
421,Moero Chronicle | |,"Aug 16, 2017",$19.99,34% (74%/64%),"12,959 ±3,698",07:11 (04:40),"COMPILE HEART, IDEA FACTORY",Idea Factory International,RPG
934,Spandex Force: Champion Rising,24/06/15,$2.99,N/A (N/A),"12,959 ±3,698",00:47 (00:53),KarjaSoft,KarjaSoft,RPG
1029,GOD's DEATH,"May 11, 2016",$3.99,N/A (N/A),"12,959 ±3,698",05:20 (05:22),Marco Tancredi,Marco Tancredi,RPG
1110,Zoop! - Hunter's Grimm,03/03/17,$1.99,11% (54%),"12,959 ±3,698",03:47 (02:06),Warfare Studios,Red Dahlia,RPG
1687,Steam Bandits: Outpost,14/01/14,$19.99,N/A (N/A),"12,959 ±3,698",11:31 (04:28),Iocaine Studios,Iocaine Studios,RPG
2561,Dark Quest,21/01/15,$2.99,19% (63%),"12,959 ±3,698",00:40 (00:36),Brain Seal Ltd,Brain Seal Ltd,RPG
2713,Kingdom of Loot,"Apr 14, 2017",$8.99,28% (70%),"12,959 ±3,698",06:56 (03:15),EPICBEYOND Studios,EPICBEYOND Studios,RPG
244,Vampire: The Masquerade - Redemption,"Apr 18, 2017",$5.99,74% (90%/74%),"12,683 ±3,658",05:30 (03:39),Nihilistic Software,Activision,RPG
533,Zombie Grinder,"Oct 16, 2015",$8.99,36% (75%),"12,683 ±3,658",07:55 (03:03),TwinDrills,TwinDrills,RPG
1093,Curse of the Assassin,"May 12, 2015",$4.99,N/A (N/A),"12,683 ±3,658",03:37 (03:41),Tin Man Games,Tin Man Games,RPG
1284,Hylics,"Oct 2, 2015",$2.99,95% (96%),"12,683 ±3,658",03:52 (01:21),Mason Lindroth,Mason Lindroth,RPG
1594,Mystery Chronicle: One Way Heroics,"Sep 12, 2016",$9.99,24% (67%),"12,683 ±3,658",13:58 (09:11),"Spike Chunsoft Co., Ltd.","Spike Chunsoft Co., Ltd.",RPG
2107,Heroes of Legionwood,24/07/15,$6.99,N/A (N/A),"12,683 ±3,658",03:16 (03:34),Dark Gaia Studios,Degica,RPG
2684,AuroraRL,"Apr 8, 2016",$4.99,40% (77%),"12,683 ±3,658",04:26 (05:49),Sun Dogs,Siberian Digital,RPG
2700,Shallow Space,"Oct 21, 2015",$14.99,2% (33%),"12,683 ±3,658",02:04 (01:52),Special Circumstances,Special Circumstances,RPG
2701,Nodiatis,14/11/16,Free,N/A (N/A),"12,683 ±3,658",51:31 (05:21),"Glitchless, LLC","Glitchless, LLC",RPG
2878,Showdown Adventure,"Sep 23, 2016",$2.99,N/A (N/A),"12,683 ±3,658",02:54 (03:11),Herbi Games,Herbi Games,RPG
2910,Catacomb Kids,"Feb 20, 2015",$15.99,77% (91%),"12,683 ±3,658",12:27 (04:14),FourbitFriday,FourbitFriday,RPG
2973,Dreamscape,"Feb 2, 2015",$9.99,N/A (N/A),"12,683 ±3,658",03:40 (03:09),Aldorlea Games,Degica,RPG
1325,Taima Miko Yuugi,"Oct 20, 2017",$1.99,70% (89%),"12,407 ±3,618",02:32 (01:51),うんこモリモリ丸,SakuraGame,RPG
1329,Dungeon Crawlers HD,01/06/15,$4.99,N/A (N/A),"12,407 ±3,618",08:00 (07:53),Drowning Monkeys Games,Drowning Monkeys Games,RPG
1482,DashBored,13/06/16,$4.99,N/A (N/A),"12,407 ±3,618",05:31 (06:22),Fading Club,Fading Club,RPG
1619,I Shall Remain,"Aug 24, 2015",$9.99,24% (67%),"12,407 ±3,618",02:43 (01:11),Scorpius Games,Scorpius Games,RPG
1719,Loot Hunter,23/01/15,$7.99,N/A (N/A),"12,407 ±3,618",04:41 (03:56),Rake in Grass,Rake in Grass,RPG
1764,Tavernier,"Aug 25, 2016",$2.99,56% (84%),"12,407 ±3,618",02:18 (02:20),From The Bard,From The Bard,RPG
2050,Stargazer Christmas,"Dec 1, 2016",$0.99,N/A (N/A),"12,407 ±3,618",03:02 (03:23),John Wizard,John Wizard,RPG
2153,Rover The Dragonslayer,02/06/16,$1.99,N/A (N/A),"12,407 ±3,618",00:47 (00:31),Dev4play,Dev4play,RPG
2356,BossConstructor,"Oct 24, 2016",$14.99,38% (76%),"12,407 ±3,618",10:11 (05:24),Mirko Seithe,Mirko Seithe,RPG
675,Black Ice,09/07/14,$14.99,92% (95%),"12,132 ±3,578",09:55 (05:28),Super Duper Garrett Cooper,Super Duper Garrett Cooper,RPG
880,Notrium,"Dec 7, 2015",$1.99,N/A (N/A),"12,132 ±3,578",02:06 (03:10),Instant Kingdom,Instant Kingdom,RPG
1315,Heroes of a Broken Land,"Aug 7, 2014",$14.99,61% (86%),"12,132 ±3,578",12:40 (03:51),Winged Pixel Inc.,Winged Pixel Inc.,RPG
1472,Dimensity,21/07/10,$9.99,N/A (N/A),"12,132 ±3,578",05:05 (01:34),Dagger Games,Strategy First,RPG
1599,Starwalker,"Dec 23, 2014",$1.99,N/A (N/A),"12,132 ±3,578",03:36 (03:31),MP Game Studios,MP Game Studios,RPG
1640,Major\Minor - Complete Edition,"Oct 11, 2016",$19.99,51% (82%),"12,132 ±3,578",03:03 (03:31),Klace,Tall Tail Studios,RPG
1920,Survive Me Miolhr,"Dec 7, 2015",$9.99,N/A (N/A),"12,132 ±3,578",04:12 (04:31),Miolhr SM,Miolhr SM,RPG
1947,DEATHS MAZE,"Oct 13, 2017",$5.99,N/A (N/A),"12,132 ±3,578",00:01 (00:00),Kev Jackson,Kev Jackson,RPG
2548,Echo Prime,28/01/14,$4.99,16% (60%),"12,132 ±3,578",05:48 (02:08),Robot Entertainment,Robot Entertainment,RPG
1337,Dragon: The Game,07/11/14,$17.99,9% (50%),"11,856 ±3,537",00:59 (00:39),Sky Drake Studios,Red Level Games,RPG
1660,Apollo4x,"May 5, 2015",$1.99,N/A (N/A),"11,856 ±3,537",03:24 (03:33),Digital Entertainment,Digital Entertainment,RPG
1757,Battle Mages: Sign of Darkness,24/07/14,$4.99,N/A (N/A),"11,856 ±3,537",04:24 (02:58),Targem Games,Buka Entertainment,RPG
1830,VRZ: Torment,"May 18, 2017",$9.99,38% (76%),"11,856 ±3,537",01:57 (01:15),StormBringer Studios,StormBringer Studios,RPG
1949,Agapan,"May 29, 2015",$7.99,N/A (N/A),"11,856 ±3,537",00:27 (00:09),Kursed Studios,Kursed Studios,RPG
2186,Mistwood Heroes,"Dec 30, 2016",$0.99,N/A (N/A),"11,856 ±3,537",02:32 (03:01),Meepower,Meepower,RPG
2221,NEO-NOW!,"Aug 24, 2017",$9.99,N/A (N/A),"11,856 ±3,537",02:48 (02:45),ma_mutte,ma_mutte,RPG
2354,Fear Equation,15/01/16,$14.99,N/A (N/A),"11,856 ±3,537",04:00 (04:10),Screwfly Studios,Screwfly Studios,RPG
2896,Moonchild,"Apr 22, 2016",$1.49,N/A (N/A),"11,856 ±3,537",03:46 (04:02),Aldorlea Games,Aldorlea Games,RPG
909,Emmerholt: Prologue,"Feb 14, 2017",Free,40% (77%),"11,580 ±3,495",00:19 (00:17),Oneiric Entertainment LLC,Oneiric Entertainment LLC,RPG
917,Frayed Knights: The Skull of S'makh-Daon,24/07/14,$11.99,N/A (N/A),"11,580 ±3,495",12:49 (12:48),Rampant Games,Rampant Games,RPG
1040,DungeonRift,01/07/15,$9.99,N/A (N/A),"11,580 ±3,495",00:22 (00:21),RiftyGames,RiftyGames,RPG
1211,Masterspace,15/06/15,$13.99,1% (28%),"11,580 ±3,495",06:06 (04:12),Master Technologies,Mastertech,RPG
1404,Accel World VS. Sword Art Online Deluxe Edition,"Sep 12, 2017",$49.99,64% (87%),"11,580 ±3,495",09:28 (03:45),ARTDINK CORPORATION,BANDAI NAMCO Entertainment,RPG
1693,Blackwater Bayou VR,13/01/17,$0.49,N/A (N/A),"11,580 ±3,495",02:46 (03:08),Virtual Rage Studios LLC,Virtual Rage Studios LLC,RPG
1923,Time of Shadows,"Sep 11, 2009",$9.99,N/A (N/A),"11,580 ±3,495",00:54 (01:40),"SkyFallen Entertainment, 1C Company, 1C-SoftClub",Kalypso Media Digital,RPG
2090,Castaway Paradise - Town Building Sim,"May 19, 2015",$14.99,51% (82%),"11,580 ±3,495",10:08 (05:41),Stolen Couch Games,Stolen Couch Games,RPG
2644,Pregnancy,02/03/15,$1.99,13% (56%),"11,580 ±3,495",08:26 (00:33),Locomotivah,Locomotivah,RPG
2882,FIVE: Champions of Canaan,"Sep 27, 2016",$3.99,N/A (N/A),"11,580 ±3,495",02:47 (04:03),Kingdom Games,Kingdom Games,RPG
647,Eador. Imperium,27/01/17,$19.99,64% (87%),"11,304 ±3,453",39:43 (07:44),Snowbird Games,Snowbird Games,RPG
758,Tower of Lust,"Oct 2, 2017",$0.62,3% (37%),"11,304 ±3,453",00:14 (00:02),EHTechnology,EHTechnology,RPG
961,/Gloria Sinica: Han Xiongnu Wars,"Dec 7, 2017",$14.99,2% (33%),"11,304 ±3,453",10:15 (09:27),"Chongqing Shangshixuan Technology Co., Ltd.,","Chongqing Shangshixuan Technology Co., Ltd.,",RPG
1300,Thorne - Death Merchants,25/03/16,$2.99,42% (78%),"11,304 ±3,453",01:41 (00:59),Thorne Games,Aldorlea Games,RPG
1866,Thorne - Son of Slaves (Ep.2),"Aug 26, 2016",$2.99,N/A (N/A),"11,304 ±3,453",01:48 (02:06),Thorne Games,Aldorlea Games,RPG
2277,Hero and Daughter+,"Feb 18, 2016",$9.99,70% (89%),"11,304 ±3,453",19:14 (08:44),"Tachi, Den-fami Nico Game Magazine",Degica,RPG
2621,Little Big Adventure - Enhanced Edition,"Oct 20, 2015",$5.99,67% (88%),"11,304 ±3,453",03:53 (05:06),DotEmu,DotEmu,RPG
2657,Moekuri: Adorable + Tactical SRPG,"Dec 16, 2016",$11.99,74% (90%),"11,304 ±3,453",08:08 (04:58),MokyuSoft,Culture Select,RPG
2727,Night of Terror,"May 1, 2017",$1.99,N/A (N/A),"11,304 ±3,453",03:20 (03:34),woolfie_games,N/A,RPG
523,Ace of Protectors,27/06/16,$1.99,N/A (N/A),"11,029 ±3,411",05:23 (05:35),xPathfinder,xPathfinder Games,RPG
1026,Legena: Union Tides,"Oct 8, 2015",$3.99,N/A (N/A),"11,029 ±3,411",00:01 (00:00),Grandpa Pixel,Grandpa Pixel,RPG
1186,Royal Bounty HD,"Aug 10, 2015",$2.99,11% (53%),"11,029 ±3,411",04:47 (04:32),iosoftware,iosoftware,RPG
1590,Big Journey to Home,"Aug 20, 2015",$3.99,N/A (N/A),"11,029 ±3,411",05:29 (05:34),The Light Sword Team,The Light Sword Team,RPG
1628,Grand Class Melee 2,"Feb 2, 2015",$9.99,N/A (N/A),"11,029 ±3,411",02:51 (02:11),Gigatross Games,Gigatross Games,RPG
1792,Snail Bob 2: Tiny Troubles,"Sep 24, 2015",$4.99,N/A (N/A),"11,029 ±3,411",03:22 (04:00),Hunter Hamster,Hunter Hamster,RPG
1939,Ironbound,"May 31, 2017",Free,38% (76%),"11,029 ±3,411",01:25 (01:37),Secret Level SRL,"Making Fun, Inc.",RPG
2037,The Quest,"Feb 19, 2016",$4.99,56% (84%),"11,029 ±3,411",12:40 (06:05),Redshift,Redshift,RPG
2108,Seduce Me 2: The Demon War,"May 23, 2016",$9.99,85% (93%),"11,029 ±3,411",11:41 (07:52),Michaela Laws,Michaela Laws,RPG
2473,Islet Online,"Feb 1, 2016",$24.99,48% (81%),"11,029 ±3,411",30:13 (08:37),Morenori Soft,Morenori Soft,RPG
2567,Hashtag Dungeon,01/06/16,$2.99,N/A (N/A),"11,029 ±3,411",03:23 (03:15),Hitpoint Games Ltd.,Hitpoint Games Ltd.,RPG
287,Regalia: Of Men and Monarchs,"May 18, 2017",$24.99,40% (77%/73%),"10,753 ±3,368",09:49 (05:56),Pixelated Milk,Klabater,RPG
679,Stellar Tactics,"Sep 22, 2016",$19.99,56% (84%),"10,753 ±3,368",09:39 (07:36),Maverick Games,Maverick Games,RPG
692,Tales of Adventure 2,14/07/14,$9.99,N/A (N/A),"10,753 ±3,368",00:15 (00:13),"XIAOYAO, BetaSparkUK",XIAOYAO,RPG
838,God of Word,"Sep 28, 2016",$4.99,N/A (N/A),"10,753 ±3,368",03:49 (03:35),Mega Dwarf Inc.,Mega Dwarf Inc.,RPG
904,Polandball: Can into Space!,15/06/16,$2.99,95% (96%),"10,753 ±3,368",02:29 (01:54),Alien Pixel Studios,Alien Pixel Studios,RPG
1398,It's A Wipe!,"Dec 11, 2014",$4.99,36% (75%),"10,753 ±3,368",06:23 (03:39),"Parody Games, LLC","Parody Games, LLC",RPG
1475,(Tale of Wuxia:The Pre-Sequel),"Aug 14, 2017",$16.99,13% (57%),"10,753 ±3,368",27:36 (16:16),Heluo Studio,Fenghuang Game（凤凰游戏）,RPG
1903,Our Nation's Miner,"Dec 22, 2015",$5.99,N/A (N/A),"10,753 ±3,368",03:16 (03:21),Lord Bytesworth,Lord Bytesworth,RPG
2009,(Chinese PaladinSword and Fairy 5),"Sep 11, 2017",$5.99,24% (67%),"10,753 ±3,368",13:03 (01:55),"Softstar Technology (Beijing) Co.,Ltd","Beijing New Era Network Technology Co., Ltd.",RPG
2267,-,07/11/17,Free,N/A (N/A),"10,753 ±3,368",00:23 (00:06),GY Games,GY Games,RPG
2432,Shards of Azuria,"Oct 12, 2016",$4.99,N/A (N/A),"10,753 ±3,368",01:12 (00:46),Blue Potion Games,Blue Potion Games,RPG
2870,Hush,29/07/15,$9.99,N/A (N/A),"10,753 ±3,368",05:48 (06:19),Game Studio 78,Game Studio 78,RPG
576,Realm of Perpetual Guilds,"May 18, 2015",N/A,N/A (N/A),"10,477 ±3,325",00:00 (00:00),Omega Games,Omega Games,RPG
1172,Dragon Kingdom War,"Feb 10, 2017",$9.99,N/A (N/A),"10,477 ±3,325",03:37 (04:00),Play Spirit Limited,Play Spirit Limited,RPG
1392,Undefeated,"Apr 3, 2015",$0.99,56% (84%),"10,477 ±3,325",03:57 (03:51),Aldorlea Games,Aldorlea Games,RPG
1904,Adventure Time: The Secret Of The Nameless Kingdom,18/11/14,$4.99,38% (76%),"10,477 ±3,325",04:48 (02:22),WayForward,Little Orbit,RPG
1928,Spirited Heart Deluxe,"May 29, 2014",$19.99,N/A (N/A),"10,477 ±3,325",03:05 (02:56),Winter Wolves,Winter Wolves,RPG
2212,Archery Practice VR,"Feb 8, 2017",$0.99,N/A (N/A),"10,477 ±3,325",02:38 (03:09),Virtual Rage Studios LLC,Virtual Rage Studios LLC,RPG
2468,Adventure World,"Aug 2, 2016",$4.99,N/A (N/A),"10,477 ±3,325",05:07 (04:58),Alibi,Alibi,RPG
2864,Charlie Murder,"May 12, 2017",$9.99,92% (95%),"10,477 ±3,325",06:17 (06:31),Ska Studios,Ska Studios,RPG
482,Ray Gigant,"Aug 10, 2016",$29.99,7% (47%/55%),"10,202 ±3,281",06:22 (04:17),BANDAI NAMCO Entertainment Inc.,"Acttil, LLC.",RPG
592,The Orphan Dreams,"Apr 27, 2016",$3.99,N/A (N/A),"10,202 ±3,281",00:44 (00:29),Tayfun Tuna,Tayfun Tuna,RPG
737,The Amber Throne,06/07/15,$14.99,53% (83%),"10,202 ±3,281",02:19 (01:43),Joshua Missile,Joshua Missile,RPG
1558,Shark Dating Simulator XL,"Aug 14, 2017",$0.99,85% (93%),"10,202 ±3,281",00:47 (00:45),Conan McPhee,Conan McPhee,RPG
1724,TinkerQuarry,12/06/17,Free,81% (92%),"10,202 ±3,281",00:25 (00:21),Cassandra Clery,Cassandra Clery,RPG
2005,Elminage Gothic,"Sep 18, 2014",$9.99,18% (62%),"10,202 ±3,281",16:45 (05:25),Starfish-SD Inc,Ghostlight LTD,RPG
2562,Moorhuhn: Tiger and Chicken,"Sep 24, 2014",$4.99,N/A (N/A),"10,202 ±3,281",00:27 (00:32),Deck 13,Young Fun Studio,RPG
2824,Lovely Weather We're Having,10/11/15,$7.99,N/A (N/A),"10,202 ±3,281",00:20 (00:21),Julian Glander,Glanderco,RPG
137,Ys SEVEN,"Aug 30, 2017",$24.99,85% (93%/80%),"9,926 ±3,236",20:57 (15:37),Nihon Falcom,"XSEED Games, Marvelous USA, Inc.",RPG
186,Xanadu Next,03/11/16,$19.99,64% (87%/78%),"9,926 ±3,236",07:36 (04:26),Nihon Falcom,"XSEED Games, Marvelous USA, Inc.",RPG
243,Serpent in the Staglands,"May 28, 2015",$19.99,19% (63%/75%),"9,926 ±3,236",04:28 (02:21),Whalenought Studios,Whalenought Studios,RPG
487,Code of Princess,"Apr 14, 2016",$14.99,15% (59%/53%),"9,926 ±3,236",01:30 (00:37),Studio Saizensen,Degica,RPG
865,Pastry Lovers,21/07/17,$4.99,42% (78%),"9,926 ±3,236",08:35 (24:45),橙光游戏,Forever Entertainment S. A.,RPG
1000,ERR - 001,"Dec 13, 2016",Free,N/A (N/A),"9,926 ±3,236",31:28 (62:53),Gestmorph Games,Gestmorph Games,RPG
1012,FreeCell Quest,"Oct 19, 2015",$9.99,48% (81%),"9,926 ±3,236",18:05 (06:47),Legend Studio,Legend Studio,RPG
1431,Johnny GravesThe Unchosen One,"Apr 6, 2017",$4.99,N/A (N/A),"9,926 ±3,236",00:07 (00:05),Stupid Stupid Games,Stupid Stupid Games,RPG
1670,Wild Season,"Dec 7, 2015",$16.99,3% (34%),"9,926 ±3,236",07:32 (10:43),Quickfire Games,Quickfire Games,RPG
1906,Heroes of Loot,"May 25, 2015",$4.99,N/A (N/A),"9,926 ±3,236",02:51 (03:35),Orangepixel,Orangepixel,RPG
2416,Royal Heroes,16/03/16,$4.99,33% (73%),"9,926 ±3,236",12:52 (11:39),Badim,Badim,RPG
2631,In Celebration of Violence,"Aug 12, 2016",$7.99,N/A (N/A),"9,926 ±3,236",04:03 (04:44),Julian Edison,Julian Edison,RPG
2857,Castle of no Escape,22/06/17,$3.33,N/A (N/A),"9,926 ±3,236",05:22 (03:39),"Xitilon, Esdeer",Xitilon,RPG
940,Quarantine,"May 24, 2017",$9.99,18% (62%),"9,650 ±3,191",01:32 (01:06),Sproing,505 Games,RPG
1196,Boot Hill Heroes,"Oct 10, 2014",$8.99,N/A (N/A),"9,650 ±3,191",01:56 (01:53),Experimental Gamer Studios,Experimental Gamer Studios,RPG
1376,SAELIG,30/06/17,$14.99,33% (73%),"9,650 ±3,191",02:59 (01:40),Stardog Games,Stardog Games,RPG
1436,BloodGate,02/06/16,N/A,24% (67%),"9,650 ±3,191",09:42 (05:27),Outsmart,Outsmart,RPG
1494,Pay2Win: The Tricks Exposed,"Dec 15, 2015",$4.99,23% (66%),"9,650 ±3,191",01:12 (01:14),Best Gaem Studio,Best Gaem Studio,RPG
1572,Star Nomad,"Dec 29, 2014",$1.99,N/A (N/A),"9,650 ±3,191",01:22 (02:03),Huy Phan,Huy Phan,RPG
1717,Battle Chef Brigade,20/11/17,$19.99,95% (96%),"9,650 ±3,191",05:39 (04:16),Trinket Studios,Adult Swim Games,RPG
2626,Midnight's Blessing,"May 25, 2015",$9.99,N/A (N/A),"9,650 ±3,191",05:18 (05:18),Warfare Studios,Warfare Studios,RPG
377,Songbringer,"Sep 1, 2017",$19.99,51% (82%/67%),"9,374 ±3,145",01:20 (00:55),Wizard Fu,"Wizard Fu, Double Eleven",RPG
584,Exoplanet: First Contact,"Dec 9, 2016",$19.99,51% (82%),"9,374 ±3,145",02:35 (00:22),Alersteam,GrabTheGames,RPG
937,Pixel Dungeon,"May 29, 2015",$4.99,70% (89%),"9,374 ±3,145",06:48 (04:03),Retronic Games,Retronic Games,RPG
956,The Memory of Eldurim,"Feb 7, 2014",$0.99,6% (45%),"9,374 ±3,145",01:57 (01:31),Liminal Games,Liminal Games,RPG
1185,Challenge of the Five Realms: Spellbound in the World of Nhagardia,"Apr 1, 2015",$6.99,N/A (N/A),"9,374 ±3,145",00:10 (00:06),"MicroProse Software, Inc","Retroism, Nightdive Studios",RPG
1446,Epic Manager - Create Your Own Adventuring Agency!,"Dec 12, 2016",$8.99,25% (68%),"9,374 ±3,145",07:34 (04:38),ManaVoid Entertainment Inc.,ManaVoid Entertainment Inc.,RPG
1569,The Letter - Horror Visual Novel,24/07/17,$19.99,85% (93%),"9,374 ±3,145",15:12 (14:12),Yangyang Mobile,Yangyang Mobile,RPG
1810,Hobo: Tough Life,25/07/17,$18.99,26% (69%),"9,374 ±3,145",05:55 (03:06),Perun Creative,Perun Creative,RPG
2128,Prey with Gun,23/11/17,Free,N/A (N/A),"9,374 ±3,145",01:04 (01:23),兔子放映部,兔子放映,RPG
2246,TowerClimb,"Sep 22, 2015",$14.99,74% (90%),"9,374 ±3,145",07:33 (03:13),Davioware and Quazi,Davioware and Quazi,RPG
2927,Heroine Anthem Zero,"Dec 22, 2016",$12.99,17% (61%),"9,374 ±3,145",04:18 (02:54),WindThunder Studio,Winking Entertainment,RPG
447,The Keep,16/03/17,$14.99,N/A (N/A/61%),"9,099 ±3,098",04:24 (04:53),"CINEMAX, s.r.o.","CINEMAX, s.r.o.",RPG
707,Shrouded in Sanity,"May 27, 2016",$5.99,61% (86%),"9,099 ±3,098",01:28 (04:17),Steve Gal,Pugware,RPG
867,Fasaria World: Browser MO,"Feb 22, 2015",$2.99,N/A (N/A),"9,099 ±3,098",03:53 (03:57),,NSE CIRCUIT,RPG
1042,Galaxy of Pen & Paper,27/07/17,$14.99,38% (76%),"9,099 ±3,098",04:53 (02:32),Behold Studios,Behold Studios,RPG
1441,Advent,"May 15, 2015",N/A,N/A (N/A),"9,099 ±3,098",00:02 (00:01),Omega Games,Omega Games,RPG
1580,Caverns of the Snow Witch,"Aug 3, 2015",$4.99,N/A (N/A),"9,099 ±3,098",03:54 (05:12),Tin Man Games,Tin Man Games,RPG
1781,Biglands: A Game Made By Kids,"Aug 25, 2014",$4.99,N/A (N/A),"9,099 ±3,098",00:31 (00:27),GammaLateral,GammaLateral,RPG
2192,The Adventures of Fluffy,06/07/17,$0.99,N/A (N/A),"9,099 ±3,098",04:17 (04:12),RPGVideo,RPGVideo,RPG
2226,Starlite: Astronaut Rescue - Developed in Collaboration with NASA,27/01/14,$2.99,4% (38%),"9,099 ±3,098",00:22 (00:25),Project Whitecard Studios Inc.,Project Whitecard Studios Inc.,RPG
2674,Psy High,"Dec 22, 2014",$6.99,51% (82%),"9,099 ±3,098",06:07 (03:19),Choice of Games,Choice of Games,RPG
